,ID,hatzvara_quality,in_building_quality,staying,Identification,profession,number_of_buildings,geo_buildings,geo_buildings_new,geo_buildings_assessment_summary
1713,TZ1713,low,low,1_to_3,גרדה,נגר,3,"['POLYGON ((34.7667973 32.0641703, 34.7667786 32.0641294, 34.7668193 32.0641161, 34.7667998 32.0640733, 34.7669192 32.0640341, 34.7669574 32.0641178, 34.7667973 32.0641703))', 'POLYGON ((34.7669184 32.0627065, 34.7667676 32.0626716, 34.7668251 32.0624931, 34.766976 32.062528, 34.7669184 32.0627065))', 'POLYGON ((34.7669153 32.0616883, 34.7667629 32.0616215, 34.7668305 32.0615108, 34.7669828 32.0615775, 34.7669153 32.0616883))']","[['POLYGON ((34.7667973 32.0641703, 34.7667786 32.0641294, 34.7668193 32.0641161, 34.7667998 32.0640733, 34.7669192 32.0640341, 34.7669574 32.0641178, 34.7667973 32.0641703))', 'unknown'], ['POLYGON ((34.7669184 32.0627065, 34.7667676 32.0626716, 34.7668251 32.0624931, 34.766976 32.062528, 34.7669184 32.0627065))', 'unknown'], ['POLYGON ((34.7669153 32.0616883, 34.7667629 32.0616215, 34.7668305 32.0615108, 34.7669828 32.0615775, 34.7669153 32.0616883))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 3}"
1714,TZ1714,high,high,3_to_6,אבוטבול,נגר,3,"['POLYGON ((34.7668285 32.0561602, 34.7669102 32.0561614, 34.7669235 32.0561617, 34.766921 32.056241, 34.7668251 32.0562392, 34.7668285 32.0561602))', 'POLYGON ((34.766901 32.0661803, 34.7667565 32.0660409, 34.7668508 32.0659708, 34.7669952 32.0661101, 34.766901 32.0661803))', 'POLYGON ((34.7668014 32.0692351, 34.7666736 32.0690672, 34.7669519 32.0689152, 34.7670796 32.069083, 34.7668014 32.0692351))']","[['POLYGON ((34.7668285 32.0561602, 34.7669102 32.0561614, 34.7669235 32.0561617, 34.766921 32.056241, 34.7668251 32.0562392, 34.7668285 32.0561602))', 'unknown'], ['POLYGON ((34.766901 32.0661803, 34.7667565 32.0660409, 34.7668508 32.0659708, 34.7669952 32.0661101, 34.766901 32.0661803))', 'unknown'], ['POLYGON ((34.7668014 32.0692351, 34.7666736 32.0690672, 34.7669519 32.0689152, 34.7670796 32.069083, 34.7668014 32.0692351))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 3}"
1715,TZ1715,high,medium,6_t0_10,מימון,עובד ציבור,3,"['POLYGON ((34.7669704 32.0695551, 34.7668811 32.0694297, 34.7668065 32.0694678, 34.7668578 32.0695399, 34.7667943 32.0695724, 34.7668322 32.0696257, 34.7669704 32.0695551))', 'POLYGON ((34.7668862 32.0701163, 34.7668126 32.0700135, 34.7668712 32.0699833, 34.7669448 32.0700862, 34.7668862 32.0701163))', 'POLYGON ((34.7668329 32.0621281, 34.7669291 32.0621619, 34.7669952 32.0621851, 34.7669858 32.0622043, 34.7669355 32.0621866, 34.7669218 32.0622146, 34.7668849 32.0622017, 34.7668741 32.0622238, 34.766799 32.0621974, 34.7668329 32.0621281))']","[['POLYGON ((34.7669704 32.0695551, 34.7668811 32.0694297, 34.7668065 32.0694678, 34.7668578 32.0695399, 34.7667943 32.0695724, 34.7668322 32.0696257, 34.7669704 32.0695551))', 'unknown'], ['POLYGON ((34.7668862 32.0701163, 34.7668126 32.0700135, 34.7668712 32.0699833, 34.7669448 32.0700862, 34.7668862 32.0701163))', 'unknown'], ['POLYGON ((34.7668329 32.0621281, 34.7669291 32.0621619, 34.7669952 32.0621851, 34.7669858 32.0622043, 34.7669355 32.0621866, 34.7669218 32.0622146, 34.7668849 32.0622017, 34.7668741 32.0622238, 34.766799 32.0621974, 34.7668329 32.0621281))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 3}"
1716,TZ1716,medium,medium,0_to_1,לוי,נהג,3,"['POLYGON ((34.7668903 32.0693536, 34.766811 32.0692461, 34.7668773 32.0692109, 34.7669566 32.0693185, 34.7668903 32.0693536))', 'POLYGON ((34.7668406 32.0560223, 34.7668307 32.0560981, 34.7669133 32.0561053, 34.7669276 32.0561065, 34.7669369 32.0560307, 34.7668406 32.0560223))', 'POLYGON ((34.7669289 32.0629714, 34.7668143 32.0629345, 34.7668406 32.0628757, 34.7669553 32.0629126, 34.7669289 32.0629714))']","[['POLYGON ((34.7668903 32.0693536, 34.766811 32.0692461, 34.7668773 32.0692109, 34.7669566 32.0693185, 34.7668903 32.0693536))', 'unknown'], ['POLYGON ((34.7668406 32.0560223, 34.7668307 32.0560981, 34.7669133 32.0561053, 34.7669276 32.0561065, 34.7669369 32.0560307, 34.7668406 32.0560223))', 'unknown'], ['POLYGON ((34.7669289 32.0629714, 34.7668143 32.0629345, 34.7668406 32.0628757, 34.7669553 32.0629126, 34.7669289 32.0629714))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 3}"
1717,TZ1717,low,medium,1_to_3,לוי,מלצר,1,"['POLYGON ((34.7669369 32.0560307, 34.7668406 32.0560223, 34.7668456 32.0559859, 34.7669412 32.0559951, 34.7669369 32.0560307))']","[['POLYGON ((34.7669369 32.0560307, 34.7668406 32.0560223, 34.7668456 32.0559859, 34.7669412 32.0559951, 34.7669369 32.0560307))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 1}"
1718,TZ1718,medium,medium,6_t0_10,אבוטבול,נהג,2,"['POLYGON ((34.7666508 32.050716, 34.7665935 32.0505599, 34.7671342 32.0504173, 34.7671915 32.0505734, 34.7666508 32.050716))', 'POLYGON ((34.7668785 32.0609346, 34.7668859 32.0609229, 34.7669748 32.0607813, 34.7669993 32.0607424, 34.7669142 32.0607055, 34.7667947 32.0608951, 34.7668785 32.0609346))']","[['POLYGON ((34.7666508 32.050716, 34.7665935 32.0505599, 34.7671342 32.0504173, 34.7671915 32.0505734, 34.7666508 32.050716))', 'unknown'], ['POLYGON ((34.7668785 32.0609346, 34.7668859 32.0609229, 34.7669748 32.0607813, 34.7669993 32.0607424, 34.7669142 32.0607055, 34.7667947 32.0608951, 34.7668785 32.0609346))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 2}"
1719,TZ1719,low,low,0_to_1,סולומון,חינוך,1,"['POLYGON ((34.7668714 32.0638059, 34.7668096 32.0636644, 34.7669246 32.0636283, 34.7669864 32.0637698, 34.7668714 32.0638059))']","[['POLYGON ((34.7668714 32.0638059, 34.7668096 32.0636644, 34.7669246 32.0636283, 34.7669864 32.0637698, 34.7668714 32.0638059))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 1}"
1720,TZ1720,low,low,3_to_6,כהן,מלצר,2,"['POLYGON ((34.766797 32.0716193, 34.7668849 32.0718163, 34.7670061 32.0717775, 34.7669183 32.0715805, 34.766797 32.0716193))', 'POLYGON ((34.7670416 32.0755638, 34.7667355 32.0755734, 34.7667878 32.0757261, 34.7670486 32.0757237, 34.7670416 32.0755638))']","[['POLYGON ((34.766797 32.0716193, 34.7668849 32.0718163, 34.7670061 32.0717775, 34.7669183 32.0715805, 34.766797 32.0716193))', 'unknown'], ['POLYGON ((34.7670416 32.0755638, 34.7667355 32.0755734, 34.7667878 32.0757261, 34.7670486 32.0757237, 34.7670416 32.0755638))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 2}"
1721,TZ1721,low,medium,0_to_1,מימון,מלצר,1,"['POLYGON ((34.7669019 32.0697361, 34.7668692 32.0696841, 34.7669172 32.0696624, 34.7669499 32.0697144, 34.7669019 32.0697361))']","[['POLYGON ((34.7669019 32.0697361, 34.7668692 32.0696841, 34.7669172 32.0696624, 34.7669499 32.0697144, 34.7669019 32.0697361))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 1}"
1722,TZ1722,low,low,6_t0_10,סולומון,נגר,2,"['POLYGON ((34.7669881 32.0768023, 34.7670434 32.0769732, 34.7668354 32.0770245, 34.7667756 32.0768534, 34.7669881 32.0768023))', 'POLYGON ((34.7668134 32.0737816, 34.7668871 32.0739786, 34.7670081 32.073946, 34.7669344 32.0737491, 34.7668134 32.0737816))']","[['POLYGON ((34.7669881 32.0768023, 34.7670434 32.0769732, 34.7668354 32.0770245, 34.7667756 32.0768534, 34.7669881 32.0768023))', 'unknown'], ['POLYGON ((34.7668134 32.0737816, 34.7668871 32.0739786, 34.7670081 32.073946, 34.7669344 32.0737491, 34.7668134 32.0737816))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 2}"
1723,TZ1723,low,medium,1_to_3,לוי,חינוך,3,"['POLYGON ((34.7670174 32.0747071, 34.7668691 32.0745576, 34.7668046 32.0746035, 34.7669529 32.074753, 34.7670174 32.0747071))', 'POLYGON ((34.7667794 32.0749794, 34.7669295 32.0751333, 34.7670493 32.0750494, 34.7668992 32.0748955, 34.7667794 32.0749794))', 'POLYGON ((34.7667985 32.0729228, 34.7669062 32.0731366, 34.7670356 32.0730898, 34.7669278 32.072876, 34.7667985 32.0729228))']","[['POLYGON ((34.7670174 32.0747071, 34.7668691 32.0745576, 34.7668046 32.0746035, 34.7669529 32.074753, 34.7670174 32.0747071))', 'unknown'], ['POLYGON ((34.7667794 32.0749794, 34.7669295 32.0751333, 34.7670493 32.0750494, 34.7668992 32.0748955, 34.7667794 32.0749794))', 'unknown'], ['POLYGON ((34.7667985 32.0729228, 34.7669062 32.0731366, 34.7670356 32.0730898, 34.7669278 32.072876, 34.7667985 32.0729228))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 3}"
1724,TZ1724,high,medium,3_to_6,מימון,נגר,1,"['POLYGON ((34.7666855 32.052842, 34.7665868 32.0525605, 34.7671329 32.052423, 34.7672433 32.0527379, 34.7669528 32.052811, 34.7669676 32.0528532, 34.7668289 32.0528881, 34.7668025 32.0528126, 34.7666855 32.052842))']","[['POLYGON ((34.7666855 32.052842, 34.7665868 32.0525605, 34.7671329 32.052423, 34.7672433 32.0527379, 34.7669528 32.052811, 34.7669676 32.0528532, 34.7668289 32.0528881, 34.7668025 32.0528126, 34.7666855 32.052842))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 1}"
1725,TZ1725,low,low,6_t0_10,כהן,חינוך,2,"['POLYGON ((34.7668168 32.07197, 34.7669019 32.0721838, 34.7670217 32.0721496, 34.7669367 32.0719358, 34.7668168 32.07197))', 'POLYGON ((34.766978 32.0632224, 34.7668779 32.0631848, 34.7669149 32.0631141, 34.7667713 32.0630601, 34.7667973 32.0630103, 34.7670411 32.063102, 34.766978 32.0632224))']","[['POLYGON ((34.7668168 32.07197, 34.7669019 32.0721838, 34.7670217 32.0721496, 34.7669367 32.0719358, 34.7668168 32.07197))', 'unknown'], ['POLYGON ((34.766978 32.0632224, 34.7668779 32.0631848, 34.7669149 32.0631141, 34.7667713 32.0630601, 34.7667973 32.0630103, 34.7670411 32.063102, 34.766978 32.0632224))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 2}"
1726,TZ1726,high,low,10+,סולומון,רופא,1,"['POLYGON ((34.7668302 32.0571475, 34.7668295 32.0570797, 34.7670125 32.0570783, 34.7670132 32.0571461, 34.7668302 32.0571475))']","[['POLYGON ((34.7668302 32.0571475, 34.7668295 32.0570797, 34.7670125 32.0570783, 34.7670132 32.0571461, 34.7668302 32.0571475))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 1}"
1727,TZ1727,medium,high,10+,גרדה,הייטק,3,"['POLYGON ((34.7668793 32.0682192, 34.7668337 32.0681598, 34.7669649 32.0680876, 34.7670104 32.0681471, 34.7668793 32.0682192))', 'POLYGON ((34.7668985 32.0656108, 34.766841 32.0655538, 34.7669547 32.0654714, 34.7670122 32.0655283, 34.7668985 32.0656108))', 'POLYGON ((34.7669051 32.0643422, 34.7668324 32.0641825, 34.7669646 32.0641393, 34.7670372 32.064299, 34.7669051 32.0643422))']","[['POLYGON ((34.7668793 32.0682192, 34.7668337 32.0681598, 34.7669649 32.0680876, 34.7670104 32.0681471, 34.7668793 32.0682192))', 'unknown'], ['POLYGON ((34.7668985 32.0656108, 34.766841 32.0655538, 34.7669547 32.0654714, 34.7670122 32.0655283, 34.7668985 32.0656108))', 'unknown'], ['POLYGON ((34.7669051 32.0643422, 34.7668324 32.0641825, 34.7669646 32.0641393, 34.7670372 32.064299, 34.7669051 32.0643422))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 3}"
1728,TZ1728,medium,medium,3_to_6,כהן,נגר,3,"['POLYGON ((34.7668208 32.0636358, 34.7667656 32.0635912, 34.7669378 32.063413, 34.7670219 32.0634475, 34.7670981 32.0635957, 34.7670232 32.0636191, 34.7670035 32.0635957, 34.7668208 32.0636358))', 'POLYGON ((34.7669291 32.0621619, 34.7668329 32.0621281, 34.7669277 32.0619374, 34.7670239 32.0619722, 34.7670097 32.0620004, 34.7670507 32.0620152, 34.7670139 32.0620883, 34.7669734 32.0620736, 34.7669291 32.0621619))', 'POLYGON ((34.7668392 32.0385529, 34.7670801 32.0385428, 34.7670648 32.03828, 34.7668238 32.0382901, 34.7668392 32.0385529))']","[['POLYGON ((34.7668208 32.0636358, 34.7667656 32.0635912, 34.7669378 32.063413, 34.7670219 32.0634475, 34.7670981 32.0635957, 34.7670232 32.0636191, 34.7670035 32.0635957, 34.7668208 32.0636358))', 'unknown'], ['POLYGON ((34.7669291 32.0621619, 34.7668329 32.0621281, 34.7669277 32.0619374, 34.7670239 32.0619722, 34.7670097 32.0620004, 34.7670507 32.0620152, 34.7670139 32.0620883, 34.7669734 32.0620736, 34.7669291 32.0621619))', 'unknown'], ['POLYGON ((34.7668392 32.0385529, 34.7670801 32.0385428, 34.7670648 32.03828, 34.7668238 32.0382901, 34.7668392 32.0385529))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 3}"
1729,TZ1729,medium,high,3_to_6,כהן,נגר,1,"['POLYGON ((34.7667892 32.0548064, 34.7667695 32.05462, 34.7667433 32.054467, 34.7668483 32.0544308, 34.7668746 32.0544698, 34.7670321 32.054467, 34.7670354 32.0543529, 34.7668483 32.0543585, 34.7667072 32.0544225, 34.7665463 32.0541276, 34.7666612 32.054072, 34.7669894 32.054033, 34.7669566 32.0538189, 34.7671207 32.0537966, 34.7671831 32.0544308, 34.767206 32.0548787, 34.767019 32.0548787, 34.7670222 32.054798, 34.7667892 32.0548064))']","[['POLYGON ((34.7667892 32.0548064, 34.7667695 32.05462, 34.7667433 32.054467, 34.7668483 32.0544308, 34.7668746 32.0544698, 34.7670321 32.054467, 34.7670354 32.0543529, 34.7668483 32.0543585, 34.7667072 32.0544225, 34.7665463 32.0541276, 34.7666612 32.054072, 34.7669894 32.054033, 34.7669566 32.0538189, 34.7671207 32.0537966, 34.7671831 32.0544308, 34.767206 32.0548787, 34.767019 32.0548787, 34.7670222 32.054798, 34.7667892 32.0548064))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 1}"
1730,TZ1730,high,high,1_to_3,לוי,רופא,2,"['POLYGON ((34.7668487 32.057059, 34.7668486 32.0569938, 34.7670604 32.0569935, 34.7670605 32.0570587, 34.7668487 32.057059))', 'POLYGON ((34.7670445 32.0471738, 34.7667634 32.0468257, 34.7668711 32.0467633, 34.7671522 32.0471113, 34.7670445 32.0471738))']","[['POLYGON ((34.7668487 32.057059, 34.7668486 32.0569938, 34.7670604 32.0569935, 34.7670605 32.0570587, 34.7668487 32.057059))', 'unknown'], ['POLYGON ((34.7670445 32.0471738, 34.7667634 32.0468257, 34.7668711 32.0467633, 34.7671522 32.0471113, 34.7670445 32.0471738))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 2}"
1731,TZ1731,high,low,6_t0_10,כהן,נגר,3,"['POLYGON ((34.7670303 32.0761307, 34.7669821 32.0759626, 34.7668873 32.0759821, 34.7669355 32.0761502, 34.7670303 32.0761307))', 'POLYGON ((34.7669557 32.0404895, 34.7668584 32.0401412, 34.7669621 32.0401204, 34.7670594 32.0404687, 34.7669557 32.0404895))', 'POLYGON ((34.76699 32.0602931, 34.7668753 32.0602486, 34.7669341 32.0601395, 34.7670489 32.060184, 34.76699 32.0602931))']","[['POLYGON ((34.7670303 32.0761307, 34.7669821 32.0759626, 34.7668873 32.0759821, 34.7669355 32.0761502, 34.7670303 32.0761307))', 'unknown'], ['POLYGON ((34.7669557 32.0404895, 34.7668584 32.0401412, 34.7669621 32.0401204, 34.7670594 32.0404687, 34.7669557 32.0404895))', 'unknown'], ['POLYGON ((34.76699 32.0602931, 34.7668753 32.0602486, 34.7669341 32.0601395, 34.7670489 32.060184, 34.76699 32.0602931))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 3}"
1732,TZ1732,low,medium,1_to_3,גרדה,רופא,2,"['POLYGON ((34.7669374 32.0728003, 34.7670678 32.0727621, 34.7669884 32.0725675, 34.766858 32.0726057, 34.7669374 32.0728003))', 'POLYGON ((34.7670434 32.0769732, 34.7668354 32.0770245, 34.7668777 32.0771475, 34.7669633 32.0771264, 34.7669723 32.0771524, 34.7670368 32.0771364, 34.7670282 32.0771112, 34.7670859 32.0770969, 34.7670434 32.0769732))']","[['POLYGON ((34.7669374 32.0728003, 34.7670678 32.0727621, 34.7669884 32.0725675, 34.766858 32.0726057, 34.7669374 32.0728003))', 'unknown'], ['POLYGON ((34.7670434 32.0769732, 34.7668354 32.0770245, 34.7668777 32.0771475, 34.7669633 32.0771264, 34.7669723 32.0771524, 34.7670368 32.0771364, 34.7670282 32.0771112, 34.7670859 32.0770969, 34.7670434 32.0769732))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 2}"
1733,TZ1733,medium,high,10+,גרדה,מלצר,1,"['POLYGON ((34.7669017 32.064781, 34.7668128 32.0645846, 34.7668835 32.0645616, 34.7668729 32.0645382, 34.7667945 32.0645636, 34.7667414 32.0644463, 34.7670407 32.064349, 34.7670876 32.0644525, 34.7669573 32.0644949, 34.7669919 32.0645712, 34.7671232 32.0645285, 34.7671945 32.0646859, 34.7669017 32.064781))']","[['POLYGON ((34.7669017 32.064781, 34.7668128 32.0645846, 34.7668835 32.0645616, 34.7668729 32.0645382, 34.7667945 32.0645636, 34.7667414 32.0644463, 34.7670407 32.064349, 34.7670876 32.0644525, 34.7669573 32.0644949, 34.7669919 32.0645712, 34.7671232 32.0645285, 34.7671945 32.0646859, 34.7669017 32.064781))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 1}"
1734,TZ1734,high,medium,6_t0_10,אבוטבול,נגר,3,"['POLYGON ((34.7669843 32.0624715, 34.7668738 32.06244, 34.7669467 32.0622562, 34.7670572 32.0622877, 34.7669843 32.0624715))', 'POLYGON ((34.7669421 32.0680388, 34.7668579 32.0679301, 34.7670045 32.0678485, 34.7670887 32.0679572, 34.7669421 32.0680388))', 'POLYGON ((34.7670601 32.0608209, 34.7669879 32.0609343, 34.7669851 32.0609395, 34.7669514 32.0609243, 34.7669476 32.0609303, 34.7669511 32.0609319, 34.7669407 32.0609486, 34.7668859 32.0609229, 34.7669748 32.0607813, 34.7670601 32.0608209))']","[['POLYGON ((34.7669843 32.0624715, 34.7668738 32.06244, 34.7669467 32.0622562, 34.7670572 32.0622877, 34.7669843 32.0624715))', 'unknown'], ['POLYGON ((34.7669421 32.0680388, 34.7668579 32.0679301, 34.7670045 32.0678485, 34.7670887 32.0679572, 34.7669421 32.0680388))', 'unknown'], ['POLYGON ((34.7670601 32.0608209, 34.7669879 32.0609343, 34.7669851 32.0609395, 34.7669514 32.0609243, 34.7669476 32.0609303, 34.7669511 32.0609319, 34.7669407 32.0609486, 34.7668859 32.0609229, 34.7669748 32.0607813, 34.7670601 32.0608209))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 3}"
1735,TZ1735,medium,medium,3_to_6,אבוטבול,מלצר,3,"['POLYGON ((34.7669652 32.0659362, 34.7668719 32.0658372, 34.7669843 32.0657612, 34.7670775 32.0658602, 34.7669652 32.0659362))', 'POLYGON ((34.7669738 32.0667163, 34.7668875 32.0666367, 34.7669828 32.0665624, 34.7670691 32.066642, 34.7669738 32.0667163))', 'POLYGON ((34.7669948 32.0732939, 34.7668546 32.073343, 34.7669624 32.073564, 34.7671026 32.0735149, 34.7669948 32.0732939))']","[['POLYGON ((34.7669652 32.0659362, 34.7668719 32.0658372, 34.7669843 32.0657612, 34.7670775 32.0658602, 34.7669652 32.0659362))', 'unknown'], ['POLYGON ((34.7669738 32.0667163, 34.7668875 32.0666367, 34.7669828 32.0665624, 34.7670691 32.066642, 34.7669738 32.0667163))', 'unknown'], ['POLYGON ((34.7669948 32.0732939, 34.7668546 32.073343, 34.7669624 32.073564, 34.7671026 32.0735149, 34.7669948 32.0732939))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 3}"
1736,TZ1736,high,low,10+,סולומון,מלצר,1,"['POLYGON ((34.7669642 32.0664646, 34.7668747 32.0663731, 34.7669935 32.0662896, 34.7670831 32.0663811, 34.7669642 32.0664646))']","[['POLYGON ((34.7669642 32.0664646, 34.7668747 32.0663731, 34.7669935 32.0662896, 34.7670831 32.0663811, 34.7669642 32.0664646))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 1}"
1737,TZ1737,low,low,0_to_1,גרדה,רופא,2,"['POLYGON ((34.7669684 32.0688368, 34.7667744 32.0685902, 34.7669267 32.0685042, 34.7669524 32.0685369, 34.7670195 32.068499, 34.7671878 32.0687129, 34.7669684 32.0688368))', 'POLYGON ((34.7669665 32.0696968, 34.7669278 32.0696454, 34.7669561 32.0696302, 34.7669298 32.0695951, 34.7669841 32.0695659, 34.767049 32.0696523, 34.7669665 32.0696968))']","[['POLYGON ((34.7669684 32.0688368, 34.7667744 32.0685902, 34.7669267 32.0685042, 34.7669524 32.0685369, 34.7670195 32.068499, 34.7671878 32.0687129, 34.7669684 32.0688368))', 'unknown'], ['POLYGON ((34.7669665 32.0696968, 34.7669278 32.0696454, 34.7669561 32.0696302, 34.7669298 32.0695951, 34.7669841 32.0695659, 34.767049 32.0696523, 34.7669665 32.0696968))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 2}"
1738,TZ1738,medium,medium,6_t0_10,כהן,רופא,2,"['POLYGON ((34.7668354 32.0770245, 34.7668777 32.0771475, 34.7669633 32.0771264, 34.7669723 32.0771524, 34.7670368 32.0771364, 34.7670282 32.0771112, 34.7670859 32.0770969, 34.76713 32.0770857, 34.7670874 32.076961, 34.7670434 32.0769732, 34.7668354 32.0770245))', 'POLYGON ((34.7670665 32.0757309, 34.76692 32.0757623, 34.7669313 32.0758002, 34.7668566 32.0758162, 34.766881 32.0758981, 34.7671022 32.0758508, 34.7670665 32.0757309))']","[['POLYGON ((34.7668354 32.0770245, 34.7668777 32.0771475, 34.7669633 32.0771264, 34.7669723 32.0771524, 34.7670368 32.0771364, 34.7670282 32.0771112, 34.7670859 32.0770969, 34.76713 32.0770857, 34.7670874 32.076961, 34.7670434 32.0769732, 34.7668354 32.0770245))', 'unknown'], ['POLYGON ((34.7670665 32.0757309, 34.76692 32.0757623, 34.7669313 32.0758002, 34.7668566 32.0758162, 34.766881 32.0758981, 34.7671022 32.0758508, 34.7670665 32.0757309))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 2}"
1739,TZ1739,low,low,3_to_6,גרדה,הייטק,2,"['POLYGON ((34.7667658 32.059315, 34.7668615 32.0591959, 34.7669845 32.0591661, 34.7671797 32.0592836, 34.7670997 32.0594341, 34.7667658 32.059315))', 'POLYGON ((34.7669413 32.0562542, 34.7669438 32.056144, 34.7670337 32.0561454, 34.7670313 32.0562556, 34.7669413 32.0562542))']","[['POLYGON ((34.7667658 32.059315, 34.7668615 32.0591959, 34.7669845 32.0591661, 34.7671797 32.0592836, 34.7670997 32.0594341, 34.7667658 32.059315))', 'unknown'], ['POLYGON ((34.7669413 32.0562542, 34.7669438 32.056144, 34.7670337 32.0561454, 34.7670313 32.0562556, 34.7669413 32.0562542))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 2}"
1740,TZ1740,medium,low,1_to_3,סולומון,הייטק,1,"['POLYGON ((34.7669246 32.0712422, 34.7669543 32.0713355, 34.7670592 32.0713115, 34.7670295 32.0712182, 34.7669246 32.0712422))']","[['POLYGON ((34.7669246 32.0712422, 34.7669543 32.0713355, 34.7670592 32.0713115, 34.7670295 32.0712182, 34.7669246 32.0712422))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 1}"
1741,TZ1741,medium,high,10+,מימון,מלצר,1,"['POLYGON ((34.7668611 32.0740684, 34.7669974 32.0744115, 34.7671237 32.0743755, 34.7669873 32.0740324, 34.7668611 32.0740684))']","[['POLYGON ((34.7668611 32.0740684, 34.7669974 32.0744115, 34.7671237 32.0743755, 34.7669873 32.0740324, 34.7668611 32.0740684))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 1}"
1742,TZ1742,high,high,6_t0_10,סולומון,רופא,3,"['POLYGON ((34.7669793 32.0656511, 34.7669284 32.0656018, 34.7670068 32.0655437, 34.7670577 32.065593, 34.7669793 32.0656511))', 'POLYGON ((34.766944 32.0561154, 34.7669528 32.0560295, 34.7670457 32.0560363, 34.7670369 32.0561223, 34.766944 32.0561154))', 'POLYGON ((34.7670052 32.0698756, 34.7669303 32.0697791, 34.7669979 32.0697414, 34.7670728 32.069838, 34.7670052 32.0698756))']","[['POLYGON ((34.7669793 32.0656511, 34.7669284 32.0656018, 34.7670068 32.0655437, 34.7670577 32.065593, 34.7669793 32.0656511))', 'unknown'], ['POLYGON ((34.766944 32.0561154, 34.7669528 32.0560295, 34.7670457 32.0560363, 34.7670369 32.0561223, 34.766944 32.0561154))', 'unknown'], ['POLYGON ((34.7670052 32.0698756, 34.7669303 32.0697791, 34.7669979 32.0697414, 34.7670728 32.069838, 34.7670052 32.0698756))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 3}"
1743,TZ1743,medium,medium,3_to_6,כהן,רופא,3,"['POLYGON ((34.7669132 32.0714031, 34.7669494 32.071482, 34.7671025 32.0714315, 34.7670663 32.0713527, 34.7669132 32.0714031))', 'POLYGON ((34.7669935 32.0612635, 34.7670262 32.0612098, 34.7670606 32.0611538, 34.7670967 32.0610945, 34.7670274 32.0610643, 34.7669245 32.0612334, 34.7669935 32.0612635))', 'POLYGON ((34.7669628 32.0683042, 34.7669238 32.0682532, 34.7670607 32.0681779, 34.7670998 32.0682289, 34.7669628 32.0683042))']","[['POLYGON ((34.7669132 32.0714031, 34.7669494 32.071482, 34.7671025 32.0714315, 34.7670663 32.0713527, 34.7669132 32.0714031))', 'unknown'], ['POLYGON ((34.7669935 32.0612635, 34.7670262 32.0612098, 34.7670606 32.0611538, 34.7670967 32.0610945, 34.7670274 32.0610643, 34.7669245 32.0612334, 34.7669935 32.0612635))', 'unknown'], ['POLYGON ((34.7669628 32.0683042, 34.7669238 32.0682532, 34.7670607 32.0681779, 34.7670998 32.0682289, 34.7669628 32.0683042))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 3}"
